materials;participant;is_test_trial;item;condition;position;question order;rating1;content
FillerAcceptContextBad;55;no;3;bad;48;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;55;no;4;bad;46;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;55;no;5;bad;56;1;4;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;55;no;6;bad;52;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;56;no;1;bad;56;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;56;no;2;bad;50;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;56;no;3;bad;42;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;56;no;4;bad;59;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;56;no;5;bad;57;1;5;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;56;no;6;bad;63;1;3;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;57;no;1;bad;61;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;57;no;2;bad;55;1;2;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;57;no;3;bad;53;1;2;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;57;no;4;bad;57;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;57;no;5;bad;47;1;7;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;57;no;6;bad;63;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;58;no;1;bad;55;1;2;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;58;no;2;bad;61;1;2;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;58;no;3;bad;63;1;2;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;58;no;4;bad;52;1;2;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;58;no;5;bad;44;1;7;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;58;no;6;bad;46;1;2;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;59;no;1;bad;49;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;59;no;2;bad;63;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;59;no;3;bad;42;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;59;no;4;bad;61;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;59;no;5;bad;48;1;5;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;59;no;6;bad;44;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;60;no;1;bad;50;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;60;no;2;bad;62;1;5;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;60;no;3;bad;52;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;60;no;4;bad;42;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;60;no;5;bad;54;1;7;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;60;no;6;bad;48;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;61;no;1;bad;49;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;61;no;2;bad;44;1;2;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;61;no;3;bad;55;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;61;no;4;bad;51;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;61;no;5;bad;61;1;3;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;61;no;6;bad;53;1;3;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;62;no;1;bad;58;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;62;no;2;bad;50;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;62;no;3;bad;42;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;62;no;4;bad;56;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;62;no;5;bad;60;1;4;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;62;no;6;bad;54;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;63;no;1;bad;54;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;63;no;2;bad;60;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;63;no;3;bad;64;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;63;no;4;bad;46;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;63;no;5;bad;42;1;6;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;63;no;6;bad;58;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;64;no;1;bad;57;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;64;no;2;bad;46;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;64;no;3;bad;44;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;64;no;4;bad;42;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;64;no;5;bad;55;1;4;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;64;no;6;bad;49;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;65;no;1;bad;49;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;65;no;2;bad;55;1;2;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;65;no;3;bad;44;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;65;no;4;bad;63;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;65;no;5;bad;45;1;1;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;65;no;6;bad;61;1;2;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;66;no;1;bad;49;1;2;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;66;no;2;bad;63;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;66;no;3;bad;41;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;66;no;4;bad;43;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;66;no;5;bad;45;1;1;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;66;no;6;bad;51;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;67;no;1;bad;56;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;67;no;2;bad;50;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;67;no;3;bad;48;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;67;no;4;bad;46;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;67;no;5;bad;54;1;7;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;67;no;6;bad;42;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;68;no;1;bad;60;1;2;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;68;no;2;bad;62;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;68;no;3;bad;46;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;68;no;4;bad;58;1;2;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;68;no;5;bad;50;1;4;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;68;no;6;bad;56;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;69;no;1;bad;44;1;5;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;69;no;2;bad;53;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;69;no;3;bad;55;1;5;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;69;no;4;bad;61;1;2;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;69;no;5;bad;57;1;2;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;69;no;6;bad;49;1;6;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;70;no;1;bad;57;1;3;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;70;no;2;bad;46;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;70;no;3;bad;53;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;70;no;4;bad;48;1;3;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;70;no;5;bad;42;1;3;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;70;no;6;bad;55;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;71;no;1;bad;51;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;71;no;2;bad;61;1;1;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;71;no;3;bad;45;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;71;no;4;bad;55;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;71;no;5;bad;53;1;2;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;71;no;6;bad;44;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;72;no;1;bad;48;1;3;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;72;no;2;bad;58;1;5;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;72;no;3;bad;44;1;2;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;72;no;4;bad;61;1;5;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;72;no;5;bad;63;1;5;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;72;no;6;bad;50;1;2;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;73;no;1;bad;54;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;73;no;2;bad;60;1;6;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;73;no;3;bad;56;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;73;no;4;bad;46;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;73;no;5;bad;62;1;2;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;73;no;6;bad;58;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;74;no;1;bad;49;1;2;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;74;no;2;bad;46;1;2;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;74;no;3;bad;63;1;2;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;74;no;4;bad;59;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;74;no;5;bad;61;1;3;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;74;no;6;bad;44;1;2;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;75;no;1;bad;61;1;1;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;75;no;2;bad;59;1;7;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
FillerAcceptContextBad;75;no;3;bad;55;1;1;"*Kontext*: Klára a Bára chodí rády do cukrárny, ale vždycky si dají jen 1 zákusek.

*Věta*: Klára a Bára si včera v cukrárně daly každá 3 zákusky."
FillerAcceptContextBad;75;no;4;bad;51;1;1;"*Kontext*: Psi Alík a Baryk chytili na včerejším honu po dvou zajících. Vyfotil je u toho revírník.

*Věta*: Hajný viděl Alíka a Baryka, jak revírník fotí dva zajíce každý."
FillerAcceptContextBad;75;no;5;bad;57;1;2;"*Kontext*: Při tradičním večírku indiánů se vždycky opéká nad ohněm bizon.

*Věta*: Do rána byl všechen bizon snědený."
FillerAcceptContextBad;75;no;6;bad;63;1;1;"*Kontext*: Včera chytil každý náš revizor každou hodinu alespoň jednoho černého pasažéra.

*Věta*: Včera odpoledne nechytili naši noví revizoři žádného černého pasažéra."
FillerAcceptContextBad;76;no;1;bad;60;1;2;"*Kontext*: Všichni farmáři z Horní, Dolní i Prostřední Lhoty na dnešním trhu prodali aspoň jeden kus dobytka.

*Věta*: Na dnešním trhu neprodali farmáři z Prostřední Lhoty žádný dobytek."
FillerAcceptContextBad;76;no;2;bad;64;1;2;"*Kontext*: V tomhle lese vždycky najdeme houby i maliny. Jen včera jsme tam našli pouze maliny.

*Věta*: Včera jsme v tomhle lese našli i houby."
